OBJECTID,X,Y,Z,Layer,Text,MUTCD,Width,Height,Condition,Orientation
1689,1202422.943263569,886960.0247676737,-38.68452569,Sign Face,BURKE-GILMAN TRAIL,D1-1b,1.543004431252678,1.221057274316748,,-4.976569433
1690,1202422.895204487,886960.0398862599,-36.45553428,Sign Face,,W11-1,3.379919208288193,3.455049070119858,,-2.539682855
1691,1199635.364318664,891052.5096149078,51.54458139518925,Sign Face,Push Button Wait For Walk Signal,R10-3e,1.063626527835926,0.6765092140932879,,73.40733561
1692,1199633.605356261,891053.4846135345,56.04445086578556,Sign Face,"BALLINGER WAY NE
NE 185 ST",D3-1,3.193472223927578,1.063869795650244,,-157.1408029
1693,1199633.836039855,891053.3844904469,55.98005920509525,Sign Face,BALLINGER WAY NE,D3-1,3.272835611,1.081101722121239,,-156.9778289
1694,1197180.549661681,893593.9165251555,149.0930475674076,Sign Face,,D11-1,1.396888473654787,1.905464772482713,,-43.55162058
1695,1198167.079264139,874314.5688188567,114.0303928560021,Sign Face,Lake City WY NE,D3-1,4.209733100334804,0.9596594568093619,,116.11783870197077
1696,1198166.319930643,874314.8587753184,114.8792489,Sign Face,30 AVE NE,D3-1,2.970273026525974,0.9005361869434517,,-153.590006
1697,1220287.100387694,889145.8240572626,-31.91503097,Sign Face,372 522,D11-4,1.343655746181806,1.947533286809922,,-90.77467305
1698,1183360.535855529,902116.2735909922,278.9551076088352,Sign Face,,W1-8L,2.593397209544977,2.802898708,,133.17829128545318
1699,1183360.263520731,902115.7818,276.2823718478285,Sign Face,,W1-8R,2.344578039348126,2.633246198395888,,-139.5743799
1700,1184722.744904194,899464.7394945159,312.9937784729404,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.5079067745680611,1.269853101919095,,-66.72992627
1701,1184722.735292378,899464.7555,312.2387753003839,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.1387708438063661,0.484753213,,47.179249358224205
1702,1184722.091300679,899466.2918028656,326.4945758463942,Sign Face,236TH ST. S.W.,D3-1,5.487255982756615,1.142177783300479,,-178.7852572
1703,1184711.489467182,899475.4302373138,312.8735306447747,Sign Face,PUSH BUTTON FOR WALK SIGNAL,R10-3e,0.6580245757102967,0.5416958233217399,,108.92996161104048
1704,1184711.438204162,899475.2908659759,313.8744862,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.9256386289745571,1.390601936628421,,-69.74257097
1705,1177663.029154683,909618.0752242929,-55.06117885,Sign Face,"NO PARKING
LOADING ZONE",R7-6,0.9484118403494359,1.368186098188162,,52.40988831184218
1706,1194934.610988992,896047.8108507171,251.923501,Sign Face,RESERVED PARKING,R7-8,0.9832890921334426,1.549341616481543,,133.2880837287733
1707,1199202.124509907,877429.6399703868,140.9252313607934,Sign Face,"7-9 AM
NO STOPPING ANYTIME",R7-1,0.9845720169693233,1.593017673467596,,-171.6065972
1708,1195750.160795307,895059.5178804413,219.4663243319594,Sign Face,PHONE,D9-1,1.679897821,1.546159579604864,,-39.82277634
1709,1196841.925369689,870408.3618746835,100.9238426552219,Sign Face,NO PARKING THIS SPACE,R7-1,1.119100291604797,1.640038662900527,,9.221653741150377
1710,1181037.891683979,901778.5311831553,239.2930986239516,Sign Face,"Curbside Pick Up
mobile order
Customer Parking
mobile order",D1-1,1.014269463395079,3.940358582039674,,50.481748187180514
1711,1193613.687895731,863283.5068453867,272.9881220207615,Sign Face,No Parking,R8-3,0.7578542361408473,1.110715276350578,,107.51386373370866
1712,1193613.521290913,863283.7231112558,278.6907576268915,Sign Face,35,R2-1,2.669918039192756,3.128472393701474,,56.80622753982648
1713,1187968.927639383,897071.9867340992,304.7850119235122,Sign Face,40,R2-1,2.063781666954358,2.552543860971928,,-65.16375559
1714,1191738.813395405,896593.8084797048,260.8813133647048,Sign Face,NE 205 ST,D3-1,2.824932240645091,1.525702007959286,,-75.84374104
1715,1191741.203533751,896593.6010246673,260.1874103063348,Sign Face,Camping,D5-3,0.1881104551504056,0.7488691667964062,,-29.05715172
1716,1177703.193731505,905908.2569129323,15.57027155419218,Sign Face,35,R2-1,2.574760039895773,3.102315628180901,,-31.40537343
1717,1199568.501319803,881611.3728357839,144.6396226940555,Sign Face,"FREEZE WARNING!
LET FAUCETS DRIP
LEAVE HEAT ON",W12-1,2.030413105835517,1.603668560236693,,-125.6445972
1718,1182721.209091206,901640.4342119232,263.2537299245599,Sign Face,,R2-1,1.806407448252042,2.347139782408874,,154.63157874313072
1719,1182724.320115783,901641.8375371185,263.5458390325311,Sign Face,NO TRESPASSING VIOLATORS WILL BE PROSECUTED,R5-2a,1.094334200570981,1.510195933654904,,154.5663785294882
1720,1195933.297937235,894897.5123168833,210.3786522891127,Sign Face,,W11-2,3.398109539548556,3.424490017592907,,133.9408713
1721,1213404.178381774,888237.0118,-32.73913126,Sign Face,,R2-1,1.964227247238159,2.647697949210803,,-72.1745535
1722,1213404.183187682,888236.9684943532,-32.00539196,Sign Face,"CURB LANE
BUSES ONLY",R3-11b,2.070731812765201,2.678924619356791,,-72.31011622
1723,1193341.148,863033.9536540619,262.1051929563287,Sign Face,DO NOT ENTER,R5-1,2.948594813644887,2.895386628061533,,-65.1297342
1724,1194452.408587463,864041.6468742767,292.5571544545892,Sign Face,Lake City Wy NE,D3-1,4.153449845314026,1.125071304018299,,-43.6855822
1725,1194450.095343647,864039.6139751067,291.3474422798557,Sign Face,TRUCKS,R3-1-TR,0.7522257346411547,1.567095082551241,,102.28655272793574
1726,1194452.232370828,864037.9254993581,292.2396641439203,Sign Face,NE 82nd St,D3-1,2.563470184008281,0.8436222738027573,,-136.1172386
1727,1194452.101009337,864038.0376372162,292.2980359039707,Sign Face,NE 82nd St,D3-1,2.839367565015952,0.8702658682813248,,-136.1188027
1728,1194449.980001851,864039.7293169036,293.6160562286777,Sign Face,YIELD TO PEDS,R9-6b,1.248904692480962,1.568776641984781,,-77.93753082
1729,1194450.028060932,864039.7741720469,295.4330399602655,Sign Face,SIGNAL,R10-10b,1.699965655207634,2.122559981495142,,100.89623376051624
1730,1194446.209,864040.7465674733,287.4919024238987,Sign Face,USE CROSSWALK,R9-3b,1.762540629,1.148970117916664,,88.34093078213255
1731,1194446.176926492,864040.8330738209,289.0125969086094,Sign Face,,R9-3a,2.260533311665058,2.125030401349068,,-92.52726373
1732,1199347.208470682,878672.4126,159.6242942867679,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.4329894298563401,0.6465976372361184,,-89.08231414
1733,1187029.805,897299.9381690358,334.0050589523716,Sign Face,EXIT,E5-1,4.088351847529411,4.179616388479869,,-71.80559712
1734,1193148.097916889,896645.8172172942,243.2128424098097,Sign Face,RAMP METERED AHEAD WHEN FLASHING,W3-8,3.923185516993205,3.786100583672524,,85.47809430144673
1735,1193147.982575093,896647.2029208262,243.2912888,Sign Face,RAMP METERED AHEAD WHEN FLASHING,W3-8,2.007248886,3.912847808202108,,85.63377377593501
1736,1210423.342654235,889034.4667087188,-31.86316257,Sign Face,ADOPT A HIGHWAY LITTER CONTROL,MTS-1,4.137319468359153,3.508710742890835,,108.96158152795186
1737,1204086.708634256,888080.0829751856,-18.86632131,Sign Face,MILE 6,D10-1,1.101870027333498,2.019984464943409,,55.34122848246483
1738,1196843.848,870526.7281897877,104.0544663264357,Sign Face,"
←",R8-2,1.544262423,1.643957738677661,,55.39882164368659
1739,1196844.011133849,870526.5888184499,105.6568487352135,Sign Face,P,R7-1,0.9820015718042852,1.557612136,,0.020094363285767688
1740,1194278.934524962,896562.2921346934,265.5645207240187,Sign Face,5 NORTH Vancouver BC,D1-1,12.13259035110474,5.123575293620428,,110.89953799775635
1741,1192946.637448953,896646.639,244.2409313037001,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.5732665688047807,0.7483890844136477,,107.12769735899202
1742,1192946.124818745,896646.6077891936,250.3521942609551,Sign Face,"DO NOT
ENTER",R5-1,2.103911078671615,6.047062156200409,,-27.97579821
1743,1202335.502967752,888869.6917405588,3.952154302001269,Sign Face,BALLINGER WY NE,D3-1,3.168988804618518,0.8985259030759336,,-116.884632
1744,1202334.405618713,888870.3515016444,2.778983925382569,Sign Face,NE 178 ST,D3-1,2.986297023,0.7866828898961347,,144.57321175654633
1745,1202333.332299214,888869.6179999048,2.850061931014331,Sign Face,NE 178 ST,D3-1,1.823986090024313,0.6758947868645192,,-35.77687617
1746,1183878.6,901714.9017595307,283.7496768722935,Sign Face,NO STANDING ANYTIME 3 AM TO 6 AM,R2-6aP,1.017485233147939,1.602485562935472,,-124.779672
1747,1183878.750529194,901714.8585063567,285.7385719452305,Sign Face,MARTY'S TOWING 555-5555,R7-203,2.093499450882276,2.225590940763553,,145.87983209965967
1748,1211446.495680155,888760.4881647824,-36.12380538,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.8145303569485745,1.468083908806245,,84.55695381616565
1749,1211453.076570454,888759.1673159805,-21.14204478,Sign Face,522 NE BOTHELL WAY,D3-1,12.81506686210632,2.523492912451426,,-164.3787047
1750,1195783.199812235,866638.1381031178,152.2158616377913,Sign Face,No Parking,R8-3,0.8629816203316054,0.9415189915398757,,111.28636798270196
1751,1195782.882622293,866637.4604700612,152.7014586,Sign Face,No Parking,R7-1,1.082438521782557,1.024883390665055,,-66.20367603
1752,1189081.959959533,896778.4819102874,260.8730281792087,Sign Face,"SIDEWALK CLOSED AHEAD
<---
CROSS HERE",M4-9,1.941568727642298,1.101911093443632,,-86.77119155
1753,1178965.388626525,904222.4724728281,151.5091553395989,Sign Face,,W4-2,2.999612220029037,2.729632074385882,,-8.103403202
1754,1200705.154678771,890525.0183369333,43.45773973564335,Sign Face,AHEAD,W16-9P,2.524305239,1.062662061,,-45.89784872
1755,1195158.242713439,864720.2731519459,258.3854950994256,Sign Face,NE 85th St,D3-1,3.148755728,1.757832888762156,,22.084602311304874
1756,1200363.438585835,891013.1811,74.56895545,Sign Face,,S1-1,3.202356583525737,3.312505864103636,,-171.0062371
1757,1200361.754915994,891013.7247342315,76.15533068,Sign Face,,W20-1,1.582389079729716,1.850581480711699,,14.272061937593373
1758,1200363.496256733,891013.2213153472,73.11585656106499,Sign Face,,W16-7P,2.785018328229587,1.644757550060749,,-172.1006803
1759,1200364.024906636,890989.3914197682,73.62299251496819,Sign Face,"SCHOOL
SPEED LIMIT
20
WHEN CHILDREN ARE PRESENT",S5-1,2.713080281,4.990862141052882,,13.491385384764484
1760,1196750.332769184,869398.1279309987,90.54978918333876,Sign Face,No Parking,R8-3,1.086553835,1.103874346837401,,8.328727283792826
1761,1196750.182184061,869398.0830758555,92.62157365739372,Sign Face,3.5,R2-1,2.538066297,3.170692852636179,,-171.3654574
1762,1194660.979,896356.4398676442,257.8605247205499,Sign Face,"NO PARK & RIDE PARKING
NO OVERNIGHT PARKING",R7-201a,2.118930324018002,2.647593132853508,,-99.01842334
1763,1194660.917720763,896356.1483092132,261.5031778615717,Sign Face,"BALLINGER VILLAGE
PRIVATE PROPERTY
NO LOITERING
UNDER PENALTY OF CRIMINAL TRESPASS
RCW 9A.52.080 & SMC 10.20.020",R2-101,2.64462112,2.251125652492047,,80.08451496
1764,1222762.747,888647.9900513251,-33.30288314,Sign Face,"MUST EXIT
1/4 MILE",M4-10,2.060443969964981,2.158631865978241,,161.57616631883866
1765,1198983.151312479,891706.8288103627,79.40205958306817,Sign Face,"16709-16719
PRIVATE DRIVEWAY",D3-1,3.034051042199135,1.154707249055306,,-41.21083829
1766,1185078.792215392,898951.9619049977,320.7271606026097,Sign Face,,W3-3,3.312993573049705,3.407488256891569,,-34.89934817
1767,1195381.393847065,895586.8025,234.3732002856337,Sign Face,Open 24 Hours Enter,Unknown,1.845941596925259,1.933527005513509,,135.0988496640984
1768,1217470.168156961,886884.5499818054,1.111155434648467,Sign Face,91ST AVE,W16-8P,2.831831347147624,0.9397557887683313,,-65.05363018
1769,1217470.276690388,886884.7787630605,3.187986738086018,Sign Face,,W2-2,3.374337346156439,3.408913446466129,,119.65907217866416
1770,1192179.470322489,896582.3712,268.5044099,Sign Face,"ONLY
ONLY",R3-8a,3.848115494350593,2.867608924508095,,101.35544313638216
1771,1192160.103,896575.3305636485,269.5848382,Sign Face,NE 205 ST,D3-1,8.498792628,0.9939163170009853,,130.90908609558278
1772,1192161.454574604,896576.8909,269.5912710597121,Sign Face,,D3-1,1.386093366617958,0.2746505845710636,,137.42846503257246
1773,1192163.742186909,896578.9430046477,270.0986197751764,Sign Face,6 AVE NE,D3-1,2.720708604206642,0.4832120114564896,,-76.31154677
1774,1182908.697182026,901796.2305420827,270.5827899958693,Sign Face,,W3-3,4.031963776,4.021955378452938,,59.87931011
1775,1218432.577707132,886345.7649196767,-1.596038313,Sign Face,35,R2-1,2.078555493404468,2.724484926362833,,-54.48309137
1776,1198625.035858784,875487.8456012867,129.7711439444624,Sign Face,,W16-7P,2.028618712375561,1.246732099701961,,18.670530994189214
1777,1198625.088723774,875488.4431358734,129.7220210546258,Sign Face,,W16-7P,2.04025059,1.157231054852406,,19.198985279761228
1778,1198625.508439757,875488.3510226328,130.7048417975508,Sign Face,"PUSH BUTTON
WAIT FOR
WALK SIGNAL",R10-3e,1.875152507722378,0.4853166496008635,,18.366813452363512
1779,1198625.133578917,875488.4247132252,132.9606525065504,Sign Face,,W11-2,3.410560784141223,3.470119159,,20.163556891065614
1780,1198625.074,875487.8584,133.0034676418705,Sign Face,,W11-2,3.231540116916101,3.511262708306313,,17.269707813242707
1781,1198862.985985737,875940.8521104828,133.6311392778161,Sign Face,1 HR PARKING,R7-108,1.087653722216686,1.645414216717084,,19.732569366646764
1782,1198028.294247049,874005.126,111.1209786313775,Sign Face,25,R2-1,2.600780896147092,3.178927976588409,,26.224191936033254
1783,1198028.359927794,874005.0891561777,108.8688474458459,Sign Face,NO PARKING 6-9AM 3-7PM MON-FRI 2 HOUR 9AM-3PM,R3-33,1.184664976,1.660259419977665,,-154.8949453
1784,1199338.197392801,878788.9021963389,161.3179388898614,Sign Face,,R7-8,1.053903441826503,1.927926761408647,,-179.6390955
1785,1199338.195790832,878788.8485303639,163.6410197983188,Sign Face,35,R2-1,2.627396428783735,3.518335465788842,,-179.1802778
1786,1198165.336321431,874309.6796082448,113.3166153647505,Sign Face,"NO PARKING 6-9AM 3-7PM
2 HOUR 9AM-3PM",R7-200P,0.9904598216215771,1.501187300185363,,20.304952977164998
1787,1208252.308065815,889352.7887418761,8.906466822823162,Sign Face,Tires,D42,6.321413495937984,5.087535675,,87.18486949632413
1788,1208251.904369526,889363.3378105051,8.830216833949365,Sign Face,LES SCHWAB,D1-1,13.48246233304342,3.781863343318304,,-93.12239034
1789,1198170.544323953,874334.3675586842,116.2265927817427,Sign Face,"LAKE CITY
FARMERS MARKET
THURSDAYS
3-7PM
MAY-OCT",D1-1,2.057662816544374,3.798461873928706,,31.51885688858412
1790,1198170.584373188,874334.2970720306,114.3239787795149,Sign Face,,M6-2,1.802377885083358,1.373198119153579,,-151.297535
1791,1198272.008259907,874530.3605050547,117.4277569478753,Sign Face,Lake City WY NE,D3-1,4.283372457921505,1.647035155,,-73.68142412
1792,1197741.836486632,873306.7330233653,102.5482521432641,Sign Face,"ONLY
6-9 AM
3-7 PM
EXCEPT SAT-SUN-HOL
EXCEPT BUSES
AND BICYCLES",R3-5a,2.602210778991382,3.133789868305127,,-146.3407735
1793,1197626.222354959,873035.2905221445,98.63382739643282,Sign Face,"NO PARKING
6-9 AM
3-7 PM
MON-FRI
2 HOUR
PARKING
9 AM - 3 PM",R7-8a,0.9942608812203011,1.563515095512072,,31.07749981
1794,1197626.201529357,873035.3337753183,102.5832326469821,Sign Face,"CURB LANE
BUSES ONLY
6-9 AM
3-7 PM
EXCEPT SAT, SUN, HOL
BICYCLES OK
$150 FINE",R3-11a,2.631303967,3.623145565390587,,10.93986760323722
1795,1198104.081817443,874166.2857251881,108.8037924697005,Sign Face,"NO PARKING
6-9AM
3-7PM
2 HOUR
9AM-3PM",R7-200,1.016164273271958,1.628426144719124,,23.00521019232045
1796,1198162.667440408,874319.9610478607,114.8749185842278,Sign Face,"USE
CROSSWALK",R9-3a,2.295841757605473,2.186278549085061,,-66.64445719
1797,1197326.964859028,872336.0789376718,101.8674652093652,Sign Face,RIGHT TURNS PERMITTED,R3-1a,2.530894589920839,1.163919941981634,,30.02588445790405
1798,1197327.091414611,872336.0277,107.4994014002882,Sign Face,SPEED LIMIT 35,R2-1,2.576186598340671,3.213617888689042,,28.716557223042432
1799,1198320.966046772,874665.6420150645,121.1099461930993,Sign Face,BUS SIGNAL,R10-14,1.524944827109575,2.065169897029798,,22.634650331968743
1800,1197758.452,873353.9382557058,102.9144273052616,Sign Face,Lake City Wy NE,D3-1,4.287902245422205,0.9174824106196563,,-65.46726877
1801,1197758.088466206,873354.2346200449,103.9206768506768,Sign Face,NE 117th St,D3-1,3.033897142062585,0.9370938248435657,,25.38659193576431
1802,1197858.948459696,873591.2972559498,102.4079421514275,Sign Face,RIGHT TURNS PERMITTED,R3-7,2.567750446001689,1.156882775127888,,-144.5013678
1803,1197858.884380919,873591.3181,104.7815852191054,Sign Face,"CURB LANE
BUSES ONLY
6-9 AM
3-7 PM
EXCEPT SAT SUN HOL
BICYCLES OK
$136 FINE",R3-11a,2.717828305462997,3.780820655226708,,-140.6885715
1804,1193266.089371154,862849.2722136321,255.8325065511468,Sign Face,USE CROSSWALK,R9-3b,2.209424777626992,1.559046907176574,,-59.81857408
1805,1197502.079338195,872743.7224793385,100.8927544365329,Sign Face,NO STOPPING 7 AM - 9 AM 4 PM - 6 PM,R7-145,1.052106799508135,1.773616354862849,,-153.9972886
1806,1219609.370011413,889023.9812683121,-26.39055374,Sign Face,Performing Arts Center,D1-1,1.875037913719813,1.862589406867822,,56.42086380239641
1807,1197440.908136616,872596.5335307708,98.52095113058911,Sign Face,"PUSH BUTTON
WAIT FOR
WALK SIGNAL",R10-3e,0.4803187084446351,0.717156939,,-27.8275316
1808,1197097.272884337,871795.0025586842,100.9763822454217,Sign Face,"NO PARKING 
<--",R8-2,0.8204523833592734,1.829314515590668,,88.15299392
1809,1197097.48,871794.7045923757,106.1041736596825,Sign Face,"CURB LANE
BUSES ONLY
6-9 AM
3-7 PM
BLOCKS AHEAD",R3-11b,2.526795801023642,4.692701843976975,,22.832450281811205
1810,1197145.243858052,871920.5761341237,111.9397351799411,Sign Face,LAKE CITY WY,D3-1,8.402205919,1.822368085285028,,110.95268746611825
1811,1197144.538991515,871918.3461927174,106.7843473396701,Sign Face,Lake City Wy NE 2400,D3-1,4.209927088816961,1.068191514859597,,-61.88320775
1812,1197147.994439513,871921.2297376393,107.3338103288415,Sign Face,NE Northgate wy,D3-1,4.178259251316389,1.078052563,,-8.020168456
1813,1197147.827834696,871920.2349146412,108.4694314187768,Sign Face,NE 113th St,D3-1,2.728645901083946,0.935265796,,-158.4670745
1814,1196998.032481912,871476.8018,101.8880655346317,Sign Face,"SOUND
Employee & Client
Parking Only
All Others Will Be Towed
At Owner's Expense",R7-201a,1.034999733567238,1.689182476898035,,74.23698918605456
1815,1199350.654306863,879405.4705823659,178.7156269544366,Sign Face,LAKE CITY PICTURE FRAMING,D1-1,8.597305141687395,10.16638723731041,,-178.8044731
1816,1193786.239223856,863372.7093075449,293.9973249461257,Sign Face,Lake City Wy NE,D3-1,8.228797425,1.635660233348608,,-71.33070702
1817,1193785.511929748,863369.7520720306,281.2597158076369,Sign Face,No Parking,R8-3,1.298773421098789,1.148380819236239,,102.07791057083227
1818,1194312.338790913,863986.9476290781,288.2211989937229,Sign Face,,R8-3,0.3772323588157694,1.088451871400078,,-67.85903864
1819,1194312.338790913,863986.9940861907,289.9872201,Sign Face,,R3-2,2.113915174206098,1.981653162191312,,1.8482282298399781
1820,1194311.659555887,863986.7970439544,292.1489025650425,Sign Face,"DO NOT
ENTER",R5-1,2.572739978382985,2.597155345280965,,0.042141775
1821,1194312.482968159,863986.8162675872,291.7415017217401,Sign Face,DO NOT ENTER,R5-1,2.687966203490893,2.611241021,,0.23164032928211584
1822,1219481.046655496,888916.1781892537,-26.61483298,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.7282836546624701,0.9851551557332279,,40.59943186650285
1823,1219488.826619892,888941.1324170445,-27.4727885,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.7733170443649094,1.626154015511275,,129.78875405257514
1824,1193282.282,896575.1863864023,250.1673920720819,Sign Face,STOP,R1-1,16.57627981861432,11.13522047201793,,-88.13393127
1825,1219486.165348225,888911.5691981331,-12.54799286,Sign Face,NE 180 St,D3-1,8.213509880701702,2.572367058992386,,-140.7865503
1826,1219489.093347798,888909.1978829271,-12.79206635,Sign Face,,D3-1,1.542226619571448,2.529759600857894,,-139.8686797
1827,1184371.135048237,900821.1510159189,311.4895041745904,Sign Face,232nd ST SW,D3-1,6.076589080492656,1.216201989,,-33.94852216
1828,1196838.607691059,869830.3681108489,100.3110893593235,Sign Face,NO LEFT TURN,R3-2,2.348030330340068,2.192680365,,120.64540904511178
1829,1196838.114284484,869830.1069898366,109.8740081526838,Sign Face,Lake City Wy,D3-1,6.577738768855731,1.693485618581375,,-91.27394008
1830,1196756.383407612,868964.4539885345,84.30540006577996,Sign Face,Fischer Pl NE,D3-1,2.680735439260801,1.112134794890881,,166.14786101510825
1831,1196756.780696024,868964.5805441171,83.20746280292698,Sign Face,Lake City Wy NE,D3-1,4.161370911300183,1.499890979975462,,-98.49582345
1832,1196751.815,868973.3497246185,81.99465932786492,Sign Face,USE → CROSSWALK,R9-3b,2.013074016372363,1.161100264638663,,99.92911891030315
1833,1196751.692841206,868972.8034530528,83.55396378,Sign Face,"USE
CROSSWALK",R9-3a,2.374455003341039,2.263929088,,103.47660373736778
1834,1196841.023460916,869781.3782845957,96.90773039758233,Sign Face,Unauthorized Vehicles Impounded Jim's Northgate Towing Phone 206-364-5000 24 HR Towing and Road Service,R10-14,2.042192235092322,1.689522543400526,,-126.0464185
1835,1190403.693649311,896606.2597868743,231.2532397232456,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.9971327711890142,1.318034600069126,,92.76108646746957
1836,1196851.514758524,870720.1659949635,106.2718172544244,Sign Face,"No Parking 
→",R7-1,1.399675395886103,1.673852693537871,,-129.7451793
1837,1196842.977863586,870101.8506613047,104.7642764403425,Sign Face,35,R2-1,2.687706509232521,3.251426087419192,,22.158583897053322
1838,1196413.552343973,868342.6383517344,86.75922921121148,Sign Face,Lake City Wy NE,D3-1,4.29239566,1.183287892838319,,120.46479883354895
1839,1196413.342485981,868342.7985486744,87.90443708678114,Sign Face,NE 98th St,D3-1,2.996120818456014,1.051825105547905,,-146.9959007
1840,1196830.449,869741.7103182871,93.61146559337803,Sign Face,,R7-1,0.740333674,1.135285716702541,,-157.2595878
1841,1193669.628667215,863337.9962325938,275.1533338509007,Sign Face,No Parking,R8-3,0.8724041415254276,1.097769087354342,,56.475918782689206
1842,1196828.138821024,869545.3120736582,94.15266842782526,Sign Face,No Parking,R8-3,1.050415560205778,1.131830296864112,,179.29811269096945
1843,1183150.55,901992.6576221609,272.5454277890924,Sign Face,HIDDEN DRIVEWAYS,W11-103,3.106083737115066,1.672276928226153,,-108.7774436
1844,1183150.527278869,901992.7665560801,274.3776302,Sign Face,"30
M.P.H.",W13-1P,2.076660781304042,2.121394486178955,,68.61224859485334
1845,1183150.645824604,901992.5102409759,277.4595189883315,Sign Face,REDUCED SIGHT DISTANCE,W7-3a,4.153084161380927,3.999806274175644,,69.51605548751715
1846,1189078.675922261,896685.8848749684,269.7642336934808,Sign Face,"NE 205TH ST
LK BALLINGER WY",D3-1,9.208442388375602,2.491136728723844,,-177.1444947
1847,1193259.703921121,896527.7889177337,238.073274,Sign Face,ENTRANCE,R3-11b,3.380522293448449,2.681786927,,11.933509399872722
1848,1196212.569262918,868008.4979720957,101.4974728546543,Sign Face,,W4-2,3.354662768344085,3.379533577958743,,-144.4273048
1849,1193277.092,896542.5518667491,239.5655335452162,Sign Face,RAMP METERED AHEAD WHEN FLASHING,W3-8,4.227678599357605,4.078955530424913,,122.40286429386478
1850,1196296.492,868136.1428939707,90.82462705870498,Sign Face,NO RIGHT TURN,R3-1,1.060742904692888,1.099154775242011,,39.55129504235871
1851,1194347.546874409,864062.7624329518,290.4411280912164,Sign Face,DO NOT ENTER,R5-1,0.7984538548191389,2.371213713934024,,-87.36174588
1852,1195691.006473205,866351.1036337168,168.8089355399214,Sign Face,Lake City Wy NE,D3-1,4.190001421074073,0.9346753242860238,,-93.49962218
1853,1195691.288419819,866350.9562525318,169.7422454160455,Sign Face,NE 91 ST,D3-1,3.005431874493758,0.920668945,,-4.564583982
1854,1195691.121815002,866351.0956238698,166.5696577,Sign Face,DEAD END,W14-1,3.591380342543125,3.412612134118875,,-88.20350523
1855,1193790.157641011,863383.2118189381,293.9558739878737,Sign Face,TURNING VEHICLES STOP FOR [symbol],R10-15,2.943613690038522,2.626272390683492,,-70.8338783
1856,1209476.644418965,889328.2986346578,-27.53606355,Sign Face,67TH AVE NE,D3-1,4.092695077558359,0.9718832733730476,,-65.98932797
1857,1209476.595558898,889328.3624631261,-26.67596047,Sign Face,NE BOTHELL WAY,D3-1,4.625785204172135,0.983765655,,-156.4362748
1858,1198448.554899718,875072.5005917246,126.6933226865533,Sign Face,,R9-3a,2.192173295865457,2.015153525968393,,-65.99367888
1859,1198448.590143045,875072.5182,125.0261606401208,Sign Face,USE CROSSWALK,R9-3b,2.154632417956988,1.160497570584218,,-66.92920808
1860,1201902.988851134,886548.2963041575,-19.13414119,Sign Face,"RIGHT LANE
MUST
TURN RIGHT
EXCEPT BUSES",R3-7P,3.120011015037696,3.672827736536662,,54.28688601061986
1861,1196829.548554097,869696.8711947519,100.3434040858351,Sign Face,NE 104th Way,D3-1,3.058461129,0.8861706749598186,,8.112412194323763
1862,1196829.724770731,869697.3213481536,99.34904415706822,Sign Face,Lake City Wy NE,D3-1,4.351915706793467,1.340914192224542,,85.78274168836126
1863,1195756.626,866613.5895240162,154.7868097649021,Sign Face,USE CROSSWALK,R9-3b,1.702817403227091,0.9698886337379615,,86.77785904680411
1864,1195756.610324116,866612.9583480723,156.4335717322432,Sign Face,NO PEDESTRIAN CROSSING,R9-3,2.251309081117312,2.164492977658908,,-92.20682089
1865,1195792.113169982,865975.3184575286,185.5768619,Sign Face,Lake City Wy NE,D3-1,4.254233901699385,1.134593850523234,,84.73789455051873
1866,1195791.728697326,865975.4065658457,186.6419713046156,Sign Face,NE 90th St,D3-1,3.016045703987281,1.021217947006226,,-4.939159016
1867,1195786.644046447,866125.2163363534,180.9575581004225,Sign Face,YOUR SPEED,W14-2a,2.605072500209014,3.638847681482633,,6.155009654245467
1868,1211436.995200622,888875.0443959123,-21.68309509,Sign Face,73RD AVE NE,D3-1,8.470589205622675,2.402244244515896,,104.57326067139947
1869,1211437.861866068,888880.1718494112,-36.02481297,Sign Face,Push Button Wait For Walk Signal,R10-3e,1.114737799614668,1.654961500664552,,4.8030573498155205
1870,1215170.869485493,887495.4272714121,-5.821564266,Sign Face,83RD PL NE,D3-1,2.490778280248245,0.9154142430921397,,121.57014783878378
1871,1215170.877,887495.3976349782,-3.083657761,Sign Face,,W2-2,3.414190246065458,3.358101370632649,,121.82020970707369
1872,1189538.159193745,896742.7539877207,236.6733029,Sign Face,H,D9-2,2.240250564316909,2.765450913409393,,103.0409032
1873,1195576.6,895250.4425961191,222.0080240021152,Sign Face,Push Button Wait For Walk Signal,R10-3e,0.7087994476035238,0.693217157,,-119.8393885
1874,1195576.218957742,895250.2359420664,229.0717578913771,Sign Face,,W4-2,3.460261337260405,3.412697004079819,,153.13563960673423
1875,1213956.309951598,888064.844,-31.20151464,Sign Face,STOP,R1-1,0.3100946464513739,0.3903182459188005,,-162.5386509
